id,latitude,longitude,property_type,room_type,bathrooms,bedrooms,minimum_nights,price
3333870,37.76351,-122.44584,House,Private room,1,1,2,$150.00
3333937,37.79117,-122.41426,Apartment,Entire home/apt,1,1,30,$138.00
3343629,37.75721,-122.43732,House,Entire home/apt,2,3,30,$217.00
3344631,37.75153,-122.41782,Apartment,Entire home/apt,1,2,30,$110.00
3354004,37.79577,-122.41141,Apartment,Private room,1,1,30,$70.00
3354928,37.78876,-122.4299,Condominium,Entire home/apt,1,2,30,$350.00
3355334,37.77619,-122.41407,Serviced apartment,Private room,1,1,2,$150.00
3376512,37.74172,-122.41107,House,Entire home/apt,2,2,3,$250.00
3376895,37.73631,-122.42235,House,Private room,1,1,1,$79.00
3377936,37.74911,-122.41115,Condominium,Entire home/apt,1,2,30,$148.00
3384413,37.76011,-122.41853,Condominium,Entire home/apt,1,2,2,$327.00
3385880,37.76952,-122.42289,Apartment,Entire home/apt,1,2,2,$375.00
3391368,37.75482,-122.40498,Guest suite,Entire home/apt,1,0,4,$125.00
3394127,37.79378,-122.3931,Condominium,Entire home/apt,1,1,2,$169.00
3395051,37.74168,-122.43061,Apartment,Entire home/apt,3,2,5,$900.00
3415171,37.80194,-122.40502,Apartment,Entire home/apt,1,1,30,$115.00
3416013,37.75091,-122.39629,House,Private room,1,1,1,$133.00
3433930,37.74699,-122.44156,Condominium,Private room,1,1,4,$96.00
3441517,37.74333,-122.45074,House,Entire home/apt,1,1,3,$150.00
3441949,37.79699,-122.41601,Condominium,Entire home/apt,1,2,7,$194.00
3442439,37.73675,-122.42181,Guest suite,Entire home/apt,1,1,2,$100.00
3469254,37.78336,-122.42092,Apartment,Entire home/apt,2,1,30,$100.00
3475515,37.7964,-122.43559,Townhouse,Entire home/apt,1,2,30,$179.00
3476601,37.79088,-122.42708,Apartment,Entire home/apt,1,1,30,$148.00
3479568,37.77022,-122.44939,Apartment,Entire home/apt,1.5,2,3,$375.00
3482655,37.75804,-122.42462,Apartment,Entire home/apt,1,1,30,$155.00
3486460,37.75727,-122.39818,House,Private room,1,1,1,$133.00
3506164,37.75126,-122.42606,Guesthouse,Entire home/apt,1,1,3,$175.00
3512817,37.74663,-122.4426,Condominium,Private room,1,1,7,$80.00
3519611,37.80117,-122.44135,House,Entire home/apt,1.5,3,3,$675.00
3520817,37.75807,-122.42846,House,Entire home/apt,3.5,3,30,$850.00
3522990,37.75466,-122.40173,House,Entire home/apt,1,2,1,$300.00
3532347,37.79033,-122.42707,Townhouse,Entire home/apt,2.5,3,30,$304.00
3534282,37.76206,-122.42201,Apartment,Private room,1,1,3,$119.00
3549398,37.75644,-122.4408,Apartment,Private room,1,1,1,$99.00
3563261,37.75374,-122.42679,Apartment,Entire home/apt,1,1,30,$185.00
3565068,37.77413,-122.44109,Apartment,Entire home/apt,2,3,4,$400.00
3585034,37.7611,-122.44865,Condominium,Entire home/apt,1.5,2,3,$200.00
3591813,37.77445,-122.43729,Apartment,Entire home/apt,1.5,2,30,$300.00
3594786,37.75933,-122.41907,Condominium,Private room,2,2,2,$250.00
3611131,37.77827,-122.43966,Apartment,Entire home/apt,1,1,30,$199.00
3612236,37.78617,-122.40843,Apartment,Private room,1,1,1,$110.00
3613500,37.74711,-122.44678,House,Private room,1,2,3,$425.00
3630122,37.75161,-122.4301,House,Entire home/apt,1,3,5,$675.00
3655811,37.79851,-122.42066,Townhouse,Entire home/apt,1,1,30,$148.00
3656251,37.73759,-122.42299,House,Private room,1,1,1,$72.00
3664261,37.7654,-122.43743,Apartment,Entire home/apt,1,2,2,$229.00
3664693,37.78878,-122.41197,Apartment,Entire home/apt,1,0,30,$86.00
3672198,37.79753,-122.42392,Apartment,Entire home/apt,1,1,30,$180.00
3689368,37.72837,-122.3978,House,Entire home/apt,1,2,1,$224.00
3697738,37.7677,-122.44893,Apartment,Entire home/apt,1.5,3,30,$280.00
3712976,37.73836,-122.42705,Apartment,Entire home/apt,1,2,30,$178.00
3716504,37.74914,-122.41878,Apartment,Private room,1,1,5,$95.00
3718865,37.71954,-122.42684,Apartment,Entire home/apt,1,1,4,$117.00
3719923,37.74152,-122.42617,Apartment,Private room,1,1,3,$78.00
3720392,37.76099,-122.46521,Guest suite,Entire home/apt,1,1,3,$141.00
3721927,37.75927,-122.46311,Guest suite,Entire home/apt,1,1,4,$199.00
3727061,37.75511,-122.41515,Apartment,Entire home/apt,2,3,30,$425.00
3743219,37.75091,-122.43731,Apartment,Entire home/apt,1,1,30,$120.00
3757966,37.76223,-122.44967,Apartment,Entire home/apt,1,1,30,$200.00
3759246,37.75575,-122.47917,Guest suite,Entire home/apt,1,1,1,$99.00
3759368,37.7661,-122.4352,Guest suite,Entire home/apt,1,0,3,$165.00
3761446,37.79148,-122.41386,Condominium,Entire home/apt,2,3,2,"""$1,250.00 """
3767907,37.78007,-122.4194,Condominium,Entire home/apt,2,2,30,$230.00
3775090,37.80228,-122.42947,Apartment,Entire home/apt,1,0,30,$122.00
3780418,37.77576,-122.41549,Guest suite,Entire home/apt,1,0,2,$170.00
3791003,37.75667,-122.43671,House,Entire home/apt,2.5,4,2,$375.00
3792754,37.77786,-122.46568,Condominium,Entire home/apt,1,2,3,$300.00
3793678,37.77444,-122.48746,Guest suite,Entire home/apt,1,1,5,$164.00
3793831,37.76512,-122.4268,Condominium,Entire home/apt,1,1,2,$199.00
3808193,37.76516,-122.47378,Apartment,Entire home/apt,1,1,30,$295.00
3811916,37.75656,-122.43436,House,Private room,1,1,3,$130.00
3812931,37.7547,-122.40303,Apartment,Entire home/apt,1,1,30,$129.00
3832296,37.7283,-122.44826,Apartment,Entire home/apt,1,1,3,$150.00
3844037,37.77371,-122.42472,House,Entire home/apt,1,2,30,$99.00
3852803,37.77822,-122.45657,House,Entire home/apt,2,3,30,$265.00
3862478,37.74491,-122.43269,Apartment,Entire home/apt,2,2,31,$445.00
3870174,37.77815,-122.43697,House,Private room,1,1,2,$99.00
3877462,37.76146,-122.40241,Guest suite,Entire home/apt,1,1,3,$85.00
3883252,37.76829,-122.42479,House,Entire home/apt,1,1,3,$165.00
3889219,37.79659,-122.42751,Apartment,Entire home/apt,1.5,2,3,$495.00
3890704,37.7709,-122.42854,Apartment,Entire home/apt,3,2,30,$180.00
3895335,37.73671,-122.41442,Condominium,Private room,1,1,30,$90.00
3895951,37.76395,-122.43472,Apartment,Entire home/apt,1,1,30,$165.00
3924524,37.75843,-122.40184,Apartment,Private room,1,0,30,$95.00
3944915,37.77385,-122.4238,Apartment,Entire home/apt,1,2,30,$135.00
3946571,37.7582,-122.41983,House,Private room,1,1,2,$120.00
3962831,37.80442,-122.43762,Townhouse,Entire home/apt,1,2,2,$595.00
3994686,37.76057,-122.39653,Apartment,Entire home/apt,1,2,3,$450.00
4013746,37.75085,-122.47896,Apartment,Entire home/apt,1,0,2,$150.00
4014209,37.76256,-122.50589,Apartment,Entire home/apt,1,1,90,$117.00
4015985,37.78034,-122.40326,Apartment,Private room,1,1,30,$147.00
4022209,37.79707,-122.42504,Hotel,Private room,1,1,1,$109.00
4022990,37.79744,-122.42535,Hotel,Private room,1,1,1,$129.00
4023249,37.77789,-122.50779,House,Entire home/apt,1,3,4,$500.00
4023585,37.72065,-122.45629,Apartment,Entire home/apt,2,3,30,$225.00
4026354,37.74474,-122.49085,House,Entire home/apt,1,2,1,$209.00
4033038,37.78631,-122.44237,House,Entire home/apt,3.5,4,2,"""$1,500.00 """
4037590,37.79707,-122.41051,Condominium,Entire home/apt,2,3,30,$550.00
4052091,37.78039,-122.43315,Townhouse,Private room,1,1,3,$175.00
4059549,37.79793,-122.42527,Hotel,Private room,1,1,1,$129.00
4069838,37.72671,-122.43538,Guest suite,Entire home/apt,1,2,2,$155.00
4069917,37.76942,-122.43032,House,Entire home/apt,1,1,4,$225.00
4074316,37.76177,-122.42882,Apartment,Entire home/apt,1,1,5,$210.00
4075971,37.7346,-122.42473,House,Entire home/apt,1.5,2,30,$275.00
4077186,37.77627,-122.45888,Apartment,Entire home/apt,1,2,30,$150.00
4093013,37.77852,-122.44247,Condominium,Entire home/apt,2,2,1,"""$1,200.00 """
4093807,37.74383,-122.40959,House,Private room,1,1,2,$119.00
4093967,37.74437,-122.40904,House,Private room,2,1,3,$139.00
4097700,37.79637,-122.44636,Guest suite,Entire home/apt,1,1,4,$220.00
4100473,37.77649,-122.43672,Apartment,Entire home/apt,1,1,30,$170.00
4104344,37.76255,-122.44548,Townhouse,Private room,1,1,2,$123.00
4105892,37.74461,-122.40966,House,Private room,2,1,3,$139.00
4105958,37.75654,-122.46643,House,Private room,1,1,2,$140.00
4106442,37.75451,-122.4165,Apartment,Entire home/apt,1,1,30,$120.00
4110344,37.79782,-122.42587,Hotel,Private room,1,1,1,$99.00
4111104,37.75372,-122.40883,House,Entire home/apt,2,3,3,$249.00
4121114,37.75241,-122.43707,Apartment,Private room,1.5,1,30,$145.00
4121691,37.73829,-122.50461,House,Entire home/apt,1,2,2,$110.00
4122671,37.75578,-122.38946,Condominium,Private room,1,1,4,$110.00
4135201,37.76317,-122.44678,Townhouse,Private room,1,1,2,$119.00
4145563,37.7521,-122.42818,Apartment,Entire home/apt,1,1,30,$141.00
4152054,37.77294,-122.51117,Apartment,Entire home/apt,1,1,30,$220.00
4157192,37.74259,-122.40861,Guest suite,Entire home/apt,1,1,30,$150.00
4157431,37.79884,-122.42024,Apartment,Entire home/apt,1,1,30,$135.00
4175174,37.76055,-122.42568,Apartment,Entire home/apt,2,2,3,$250.00
4175303,37.7729,-122.42453,Apartment,Entire home/apt,1.5,1,4,$80.00
4183088,37.77837,-122.43442,Townhouse,Entire home/apt,2.5,3,2,"""$1,100.00 """
4184406,37.76825,-122.42861,Apartment,Private room,1,1,4,$99.00
4191242,37.79851,-122.40551,Apartment,Entire home/apt,1,1,30,$135.00
4199015,37.76057,-122.42405,Apartment,Entire home/apt,1,1,3,$195.00
4215907,37.71816,-122.394,Guest suite,Entire home/apt,1,1,3,$115.00
4226601,37.75209,-122.40881,Apartment,Entire home/apt,1,1,5,$128.00
4227441,37.76567,-122.45278,Guest suite,Private room,1,1,2,$90.00
4242823,37.79921,-122.43255,Condominium,Entire home/apt,2,2,30,$255.00
4243837,37.75699,-122.50766,Cottage,Entire home/apt,1,1,3,$225.00
4250927,37.75039,-122.43893,Apartment,Entire home/apt,2,2,30,$240.00
4252808,37.75734,-122.50854,House,Entire home/apt,1,1,2,$150.00
4257302,37.77662,-122.44432,Guest suite,Entire home/apt,1,1,30,$100.00
4259418,37.75387,-122.50391,Guest suite,Entire home/apt,1,1,30,$100.00
4263821,37.75093,-122.42702,House,Private room,1,1,1,$75.00
4269254,37.78297,-122.43156,Guest suite,Entire home/apt,1,1,3,$150.00
4277696,37.7707,-122.42376,House,Private room,1,1,4,$175.00
4280408,37.7928,-122.43548,Apartment,Private room,1,1,2,$160.00
4287481,37.76295,-122.48324,Apartment,Entire home/apt,1,1,2,$175.00
4305042,37.74301,-122.45921,Guest suite,Entire home/apt,1,1,3,$199.00
4319230,37.72,-122.43832,Apartment,Entire home/apt,1,1,30,$75.00
4321720,37.77469,-122.43956,Condominium,Private room,1,1,3,$199.00
4330861,37.77657,-122.44551,House,Entire home/apt,1,2,2,$280.00
4334560,37.77117,-122.41893,Apartment,Entire home/apt,1,1,30,$170.00
4343283,37.73962,-122.41617,House,Entire home/apt,1,1,3,$139.00
4358868,37.75986,-122.39083,House,Entire home/apt,2,3,2,$550.00
4359078,37.79753,-122.42534,Hotel,Private room,1,1,1,$129.00
4359626,37.75378,-122.43698,House,Entire home/apt,1.5,1,4,$155.00
4365969,37.73355,-122.431,Guest suite,Entire home/apt,1,0,3,$125.00
4372435,37.74156,-122.47803,Apartment,Entire home/apt,1,1,3,$135.00
4387067,37.78981,-122.43411,House,Private room,1,1,1,$139.00
4392441,37.79785,-122.44586,Apartment,Entire home/apt,1,0,30,$134.00
4402199,37.78897,-122.44685,House,Private room,1,1,3,$199.00
4416566,37.7464,-122.43206,Apartment,Entire home/apt,1,1,30,$150.00
4417901,37.79929,-122.4063,Bed and breakfast,Private room,0,1,1,$95.00
4418649,37.72172,-122.45335,House,Private room,1,1,1,$120.00
4422501,37.79067,-122.42977,House,Entire home/apt,2.5,3,2,"""$1,250.00 """
4429475,37.76373,-122.45248,House,Entire home/apt,2.5,3,2,$360.00
4429527,37.73854,-122.46608,House,Entire home/apt,1,1,2,$130.00
4430996,37.79875,-122.40544,Bed and breakfast,Private room,0,1,1,$95.00
4439461,37.78974,-122.43439,House,Private room,1,1,1,$139.00
4445540,37.75726,-122.44502,Guest suite,Entire home/apt,1,1,30,$130.00
4446003,37.75489,-122.41021,House,Private room,1,1,2,$175.00
4461197,37.77412,-122.42333,Apartment,Entire home/apt,1,1,30,$110.00
4462326,37.75363,-122.43706,Apartment,Private room,1.5,1,30,$105.00
4463165,37.75147,-122.43493,Apartment,Private room,1,1,30,$155.00
4463263,37.75375,-122.43709,Apartment,Private room,2.5,4,30,$369.00
4464347,37.79891,-122.40611,Bed and breakfast,Shared room,10,1,1,$38.00
4470873,37.77914,-122.44413,Apartment,Entire home/apt,1,2,2,$225.00
4471474,37.74471,-122.41796,House,Entire home/apt,1,2,30,$200.00
4476390,37.73366,-122.4271,Apartment,Entire home/apt,1,1,31,$100.00
4483550,37.74792,-122.42126,Apartment,Entire home/apt,1,2,2,$299.00
4493744,37.77836,-122.43989,Condominium,Private room,1,1,4,$65.00
4500244,37.75742,-122.42365,Apartment,Entire home/apt,1,1,30,$180.00
4510968,37.73354,-122.43711,Apartment,Entire home/apt,1,1,1,$120.00
4517932,37.80291,-122.41626,Apartment,Entire home/apt,1,1,2,$350.00
4518031,37.79938,-122.40549,Bed and breakfast,Shared room,10,1,1,$38.00
4519757,37.79894,-122.40596,Bed and breakfast,Shared room,10,1,1,$38.00
4519780,37.79883,-122.40474,Bed and breakfast,Shared room,0,1,1,$38.00
4526608,37.7343,-122.38795,Guest suite,Entire home/apt,1,1,2,$95.00
4527553,37.75419,-122.4159,Apartment,Entire home/apt,1.5,2,30,$290.00
4532551,37.75223,-122.42856,Guest suite,Entire home/apt,1,1,3,$259.00
4533440,37.76862,-122.42444,Apartment,Private room,1,1,3,$100.00
4533652,37.74089,-122.4121,Apartment,Entire home/apt,1,2,2,$139.00
4549330,37.7757,-122.44066,Apartment,Entire home/apt,1,2,1,$195.00
4549485,37.80221,-122.41342,Apartment,Entire home/apt,1,1,5,$170.00
4550843,37.78347,-122.45328,Apartment,Entire home/apt,1,1,30,$99.00
4558566,37.74933,-122.41079,Apartment,Entire home/apt,2,3,3,$300.00
4558898,37.77593,-122.4142,Apartment,Private room,1,1,1,$176.00
4566275,37.77852,-122.44109,House,Entire home/apt,2,2,2,$250.00
4575906,37.79054,-122.42005,Apartment,Private room,1,1,30,$60.00
4576349,37.7831,-122.47429,Apartment,Private room,1,1,30,$90.00
4577224,37.76031,-122.49249,Guest suite,Private room,1,1,2,$93.00
4594018,37.78689,-122.38829,Apartment,Entire home/apt,2,2,180,$500.00
4597675,37.78279,-122.44161,Apartment,Private room,1,1,30,$97.00
4603953,37.75878,-122.40767,House,Entire home/apt,1,1,1,$175.00
4607177,37.80154,-122.40481,Apartment,Entire home/apt,1,0,30,$215.00
4607282,37.72944,-122.46475,House,Entire home/apt,1.5,2,2,$300.00
4614763,37.75301,-122.40405,Guest suite,Entire home/apt,1,1,3,$175.00
4616040,37.759,-122.42132,Apartment,Entire home/apt,1,0,30,$99.00
4616596,37.74973,-122.41485,Apartment,Entire home/apt,1,1,4,$290.00
4617719,37.73219,-122.40815,Apartment,Entire home/apt,1,2,2,$139.00
4621762,37.77549,-122.44126,Apartment,Entire home/apt,1,2,30,$150.00
4624467,37.75507,-122.41682,Apartment,Private room,1.5,2,4,$169.00
4631873,37.79786,-122.42571,Hotel,Hotel room,1,1,1,$99.00
4632133,37.79766,-122.42534,Hotel,Private room,1,1,1,$109.00
4638176,37.76035,-122.39416,Apartment,Entire home/apt,2.5,3,365,$296.00
4638266,37.78612,-122.48647,Apartment,Private room,1,1,1,$150.00
4638678,37.78682,-122.40925,Boutique hotel,Private room,1,1,1,$110.00
4639434,37.76428,-122.4345,Apartment,Private room,1,1,3,$120.00
4650391,37.72644,-122.42861,House,Private room,1,1,2,$95.00
4653022,37.73416,-122.39198,House,Private room,1.5,1,1,$62.00
4653332,37.74311,-122.42942,Apartment,Entire home/apt,1,1,110,$220.00
4654218,37.72593,-122.43337,House,Private room,1.5,1,13,$59.00
4654737,37.80098,-122.43908,Apartment,Entire home/apt,1.5,2,30,$350.00
4663060,37.74471,-122.43134,Guest suite,Entire home/apt,1,1,1,$140.00
4663132,37.74498,-122.43274,House,Entire home/apt,2.5,3,3,$575.00
4668872,37.76501,-122.42251,Apartment,Entire home/apt,1,1,30,$99.00
4670847,37.79892,-122.40408,Bed and breakfast,Shared room,10,1,1,$38.00
4677343,37.75153,-122.44308,House,Private room,2,2,30,$135.00
4678599,37.74951,-122.43947,House,Entire home/apt,2,3,4,$545.00
4695477,37.76612,-122.45174,Guest suite,Entire home/apt,1,1,2,$139.00
4701489,37.78739,-122.40934,Condominium,Entire home/apt,1,0,1,$249.00
4710280,37.74325,-122.41639,Guest suite,Entire home/apt,1,1,30,$119.00
4716964,37.79688,-122.43119,Apartment,Entire home/apt,2,2,30,$107.00
4718531,37.77836,-122.43124,House,Private room,1,1,2,$110.00
4718629,37.74825,-122.50632,Guest suite,Private room,1,1,2,$100.00
4718898,37.77079,-122.42152,Apartment,Entire home/apt,1,1,30,$230.00
4719139,37.80218,-122.40678,Condominium,Entire home/apt,1,1,30,$301.00
4720512,37.77377,-122.42919,House,Private room,3,1,1,$99.00
4728615,37.78688,-122.40777,Apartment,Private room,1,1,1,$89.00
4748287,37.75653,-122.40922,House,Private room,1,1,30,$88.00
4760192,37.73401,-122.44917,House,Entire home/apt,3,4,4,$350.00
4773944,37.75871,-122.39709,Apartment,Entire home/apt,1,1,3,$250.00
4774742,37.7558,-122.49787,House,Private room,1,1,1,$62.00
4782281,37.76032,-122.42886,Apartment,Entire home/apt,1,2,2,$180.00
4794816,37.74244,-122.42095,House,Entire home/apt,2,3,2,$439.00
4807817,37.73858,-122.41974,House,Entire home/apt,1,1,30,$150.00
4808522,37.74721,-122.44611,House,Private room,1,1,7,$155.00
4825026,37.7408,-122.42101,House,Private room,1,1,30,$64.00
4825217,37.76654,-122.42393,Apartment,Entire home/apt,1,1,2,$224.00
4832436,37.75748,-122.44685,Apartment,Entire home/apt,1,1,3,$250.00
4833101,37.77668,-122.42962,House,Private room,1,1,2,$120.00
4838843,37.79749,-122.44258,Apartment,Entire home/apt,1.5,2,4,$550.00
4841027,37.73056,-122.45176,House,Private room,1,1,2,$105.00
4855194,37.74559,-122.45257,Apartment,Private room,1.5,1,30,$100.00
4855686,37.71339,-122.39833,House,Entire home/apt,1,2,3,$250.00
4856290,37.74471,-122.45314,Condominium,Private room,1.5,2,30,$250.00
4863182,37.77551,-122.42079,Apartment,Entire home/apt,1,1,30,$124.00
4867594,37.79746,-122.41702,Apartment,Entire home/apt,1,3,90,$170.00
4875549,37.776,-122.42963,House,Private room,1,1,1,$145.00
4880695,37.71161,-122.43761,House,Entire home/apt,1,5,2,$450.00
4880988,37.75889,-122.4375,Apartment,Entire home/apt,2,2,30,$126.00
4882295,37.73612,-122.4111,House,Private room,1,1,4,$89.00
4887475,37.79872,-122.40412,Bed and breakfast,Private room,1,1,1,$83.00
4887587,37.79898,-122.4062,Bed and breakfast,Private room,0,1,1,$83.00
4888308,37.74501,-122.42361,Apartment,Entire home/apt,1,2,2,$250.00
4890230,37.79875,-122.40476,Bed and breakfast,Shared room,10,1,1,$38.00
4892016,37.79747,-122.42511,Hotel,Private room,1,1,1,$169.00
4896087,37.80151,-122.41982,Apartment,Entire home/apt,1,1,30,$105.00
4897143,37.79926,-122.40432,Bed and breakfast,Shared room,10,1,1,$38.00
4897595,37.7828,-122.43221,Townhouse,Private room,1,1,30,$85.00
4902063,37.78606,-122.41496,Apartment,Private room,1,1,1,$89.00
4902365,37.79933,-122.40629,Bed and breakfast,Shared room,10,1,1,$38.00
4902444,37.79845,-122.40445,Bed and breakfast,Shared room,10,1,1,$38.00
4902565,37.7853,-122.41447,Apartment,Private room,0.5,1,1,$125.00
4902729,37.78468,-122.41481,Apartment,Private room,1,1,1,$115.00
4902855,37.78659,-122.41356,Apartment,Private room,1,1,1,$99.00
4902907,37.78576,-122.41489,Apartment,Private room,1,1,1,$115.00
4907924,37.75273,-122.44113,House,Private room,1,1,30,$125.00
4909117,37.78598,-122.41477,Apartment,Private room,1,1,1,$129.00
4921641,37.75751,-122.48127,House,Private room,1.5,1,30,$75.00
4936887,37.78659,-122.44222,Guest suite,Entire home/apt,1,2,2,$325.00
4949779,37.7525,-122.44193,House,Private room,1,1,60,$125.00
4956697,37.77818,-122.47645,Apartment,Entire home/apt,1,2,2,$140.00
4957143,37.77868,-122.4348,Guest suite,Entire home/apt,1,1,3,$225.00
4959980,37.75613,-122.48456,Guest suite,Entire home/apt,1,2,2,$203.00
4962043,37.73126,-122.3987,House,Private room,1,1,1,$109.00
4965866,37.7933,-122.41463,Guest suite,Entire home/apt,1,1,30,$156.00
4987668,37.76035,-122.41941,Condominium,Private room,1,1,1,$121.00
4993804,37.77591,-122.43877,House,Entire home/apt,4.5,5,3,$775.00
5004303,37.79748,-122.44592,Apartment,Entire home/apt,1,1,30,$148.00
5007358,37.78457,-122.41455,Apartment,Private room,1,1,1,$156.00
5013816,37.7891,-122.4346,House,Private room,1,1,1,$139.00
5019863,37.75865,-122.4253,Apartment,Private room,1,1,30,$160.00
5025420,37.79227,-122.42057,Apartment,Private room,1,1,30,$100.00
5027016,37.75797,-122.501,Apartment,Entire home/apt,1,0,30,$90.00
5031525,37.77478,-122.44011,Guest suite,Entire home/apt,1,1,30,$200.00
5031660,37.79095,-122.4199,Apartment,Private room,1,1,30,$120.00
5039206,37.74919,-122.4348,Condominium,Entire home/apt,1,1,30,$192.00
5045601,37.76516,-122.43473,House,Entire home/apt,1,1,31,$175.00
5068486,37.7381,-122.47176,Apartment,Entire home/apt,1.5,2,3,$183.00
5070945,37.78681,-122.4093,Apartment,Private room,1,1,1,$59.00
5070973,37.7873,-122.40958,Apartment,Private room,1,1,1,$89.00
5076251,37.75837,-122.44262,Apartment,Entire home/apt,1,1,30,$100.00
5086367,37.78307,-122.44185,Apartment,Private room,1,1,90,$93.00
5094146,37.74216,-122.43011,Apartment,Private room,1,1,2,$65.00
5114942,37.79097,-122.40677,Boutique hotel,Private room,1,0,2,$350.00
5117701,37.79372,-122.41004,Apartment,Entire home/apt,1,1,30,$269.00
5126076,37.76583,-122.41141,Condominium,Entire home/apt,2,1,5,$350.00
5144482,37.74458,-122.46284,Guest suite,Entire home/apt,1,1,30,$139.00
5151423,37.76541,-122.47211,House,Private room,1,1,2,$144.00
5154227,37.74368,-122.47813,House,Entire home/apt,2,4,3,$575.00
5154242,37.71013,-122.44643,Apartment,Private room,1,1,30,$50.00
5154367,37.74314,-122.47728,House,Private room,2,1,1,$80.00
5162669,37.7418,-122.41068,House,Private room,1,1,2,$90.00
5172959,37.78506,-122.4493,Apartment,Private room,1,1,30,$150.00
5173043,37.78876,-122.41162,Serviced apartment,Private room,1,1,2,$252.00
5174935,37.74286,-122.50267,House,Entire home/apt,1.5,1,2,$185.00
5180749,37.77097,-122.41501,Apartment,Entire home/apt,1,1,30,$99.00
5193689,37.74203,-122.42999,House,Private room,1,1,3,$200.00
5194736,37.77955,-122.47419,House,Entire home/apt,2.5,2,4,$525.00
5195922,37.71052,-122.44645,House,Private room,1,1,30,$56.00
5196070,37.71011,-122.44631,House,Private room,1,1,30,$50.00
5196116,37.71165,-122.4462,House,Private room,1,1,30,$50.00
5196233,37.71011,-122.44644,House,Entire home/apt,1,0,30,$50.00
5196399,37.75687,-122.4146,Hostel,Shared room,2,1,2,$55.00
5202841,37.80219,-122.42171,Guest suite,Entire home/apt,1,1,30,$250.00
5212418,37.77013,-122.44371,Apartment,Entire home/apt,1,1,30,$200.00
5212469,37.75721,-122.44287,Condominium,Entire home/apt,2,2,120,$190.00
5217164,37.72982,-122.39172,Guest suite,Private room,1,1,2,$118.00
5222044,37.77627,-122.44489,Apartment,Entire home/apt,2,2,5,$250.00
5242394,37.75745,-122.39901,Apartment,Entire home/apt,1,1,2,$150.00
5253001,37.78656,-122.39379,Condominium,Entire home/apt,1,1,30,$200.00
5253439,37.75783,-122.41309,Hostel,Shared room,2,1,30,$33.00
5272750,37.79874,-122.40428,Bed and breakfast,Private room,10,1,1,$99.00
5286047,37.77612,-122.44048,Apartment,Entire home/apt,1,1,2,$240.00
5286779,37.72616,-122.3839,Apartment,Private room,1,1,30,$55.00
5286782,37.72764,-122.38173,Apartment,Private room,1,1,30,$59.00
5299461,37.75853,-122.41334,Hostel,Shared room,2,1,2,$55.00
5299538,37.75668,-122.4147,Hostel,Shared room,2,1,30,$33.00
5309546,37.78397,-122.44245,Condominium,Entire home/apt,1.5,3,30,$200.00
5317789,37.74731,-122.43264,Apartment,Entire home/apt,1,2,1,$200.00
5318758,37.77254,-122.42255,Apartment,Private room,1,1,2,$99.00
5319588,37.74374,-122.48463,House,Private room,1,1,2,$99.00
5320351,37.77475,-122.44212,Apartment,Private room,1.5,1,30,$80.00
5325355,37.75467,-122.44266,Guest suite,Entire home/apt,1.5,1,2,$200.00
5327231,37.78972,-122.43922,Condominium,Entire home/apt,2,3,7,$450.00
5345792,37.75613,-122.43081,Apartment,Private room,1,1,3,$165.00
5346803,37.77308,-122.43417,Apartment,Entire home/apt,1,1,7,$195.00
5376278,37.74604,-122.45255,Apartment,Private room,1.5,1,30,$90.00
5394755,37.7587,-122.42124,House,Private room,1,1,4,$89.00
5405637,37.78559,-122.40874,Serviced apartment,Hotel room,1,1,30,$189.00
5406893,37.79208,-122.44603,Condominium,Entire home/apt,2,3,30,$288.00
5433133,37.78832,-122.38879,Condominium,Entire home/apt,2,3,30,$350.00
5436115,37.75931,-122.38752,Apartment,Private room,1,1,30,$85.00
5443493,37.75919,-122.43486,Condominium,Entire home/apt,1,1,3,$400.00
5468835,37.78117,-122.42141,Apartment,Shared room,1,1,1,$60.00
5480795,37.79713,-122.42571,Hotel,Private room,1,1,1,$129.00
5500218,37.72615,-122.43128,Apartment,Entire home/apt,1,2,1,$135.00
5505643,37.76452,-122.42718,Apartment,Entire home/apt,2,2,30,$260.00
5537718,37.74026,-122.41812,House,Entire home/apt,2.5,4,5,$350.00
5547500,37.75709,-122.44323,House,Private room,1,1,1,$124.00
5548977,37.78093,-122.49425,Apartment,Entire home/apt,1,0,2,$178.00
5550248,37.71587,-122.44836,House,Private room,1,1,1,$80.00
5557316,37.77796,-122.4118,Apartment,Entire home/apt,2.5,2,31,$180.00
5558933,37.75342,-122.428,Apartment,Entire home/apt,1,1,30,$141.00
5559608,37.75286,-122.42663,Apartment,Private room,1,1,2,$185.00
5560256,37.75533,-122.41465,Apartment,Private room,1,1,30,$195.00
5572169,37.79872,-122.43556,House,Private room,1,1,1,$169.00
5577516,37.75529,-122.46533,Guest suite,Entire home/apt,1,2,30,$135.00
5581254,37.74258,-122.48744,Guest suite,Entire home/apt,2,2,3,$155.00
5591544,37.75446,-122.42399,Apartment,Entire home/apt,1.5,2,2,$250.00
5592637,37.7739,-122.44318,Apartment,Entire home/apt,1,2,30,$154.00
5592675,37.80409,-122.44468,Apartment,Entire home/apt,1,1,30,$125.00
5592754,37.80438,-122.44344,Apartment,Entire home/apt,2,2,30,$283.00
5615061,37.79176,-122.42879,Condominium,Entire home/apt,1,2,2,"""$1,000.00 """
5616609,37.74035,-122.45319,House,Private room,1,1,1,$141.00
